Company Name,Founded,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark,aws,excel,statistics,predictive_model
"Saggezza Inc
4.1",2006,IT Services,"Data Scientist, Chicago, IL

Smarter Thinking. Real Results. Technology consulting has been our story for over 14 years. Companies from all industries partner with us for our innovative mindset to help them digitally transform to create market advantages, become resilient, and prepare for whats next. With us, the possible becomes actual.

We provide strategic and innovative consulting services focused on digital experiences, engineering, automation, data and analytics, and salesforce solutions. Saggezza consultants work as part of a global team, and throughout their tenure, have the opportunity to work on a variety of different projects across various clients and industries. We are chartered to do one thing, and one thing only to bring enabling technology to our clients that allow them to move their business forward.

We are currently looking to hire a Data Scientist to join our team.

What Youll Definitely Need
BA degree in a closely related field with data analysis orientation. Analytical background with a creative approach to problem solving
4+ years experience with Python worked in building analytical solutions using Statistical, Machine Learning, Deep Learning etc. Proficiency with 3rd-party data visualization tools (Tableau, Power BI, etc.)
Good working experience in Data Analysis, Data Wrangling, Data Cleaning and Data Transformation.
Excellent working experience of machine learning on technology stacks such as Python, NumPy, SciPy, Scikit-Learn, Apache Spark and R using libraries such as e1071 and Caret
Excellent fluency in data manipulation tasks using frameworks. such as pandas, plyr, Spark
Good understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Random Forest etc.
Knowledge of some common data science toolkits, such as Weka, NumPy, MATLAB, etc.
Broad business perspective with the ability to articulate meaningful ROI and financial impacts.
Worked on projects in the Retail, Banking & Finance and Insurance Industries.
Working from Chicago office and requires visits to customer location if needed.
From a cultural perspective, we look for individuals who possess the following qualities that will contribute to our success and the success of our clients:
Entrepreneurial spirit: We seek individuals who enjoy contributing to the growth of an organization and who show commitment to the success of their team.
Problem-solving skills: Individuals at our company have well-honed analytical skills coupled with business acumen to structure problems, deliver solutions, and communicate insights.
Drive: Our team sets ambitious goals and seeks energetic professionals, enjoy a fast pace environment, and thrive in taking on responsibility.
What We Would Love to See
Consultative application of analytic solutions to solve business issues
Able to engage in a consultative manner across multiple levels (c-suite to end user) with a strong executive presence, demonstrating strong
Demonstrated leadership, communication and interpersonal skills: the ability to manage and mentor functional experts and lead cross- functional teams
Dont tick all the boxes? Dont worry about it: we still want to hear from you if you think

youre the right person for the job.

Why Join Our Team?
Diverse culture, experiences, and skills.
Our nurturing and supportive environment fosters collaboration across the entire organization.
We are not hierarchical but operate as a flat surface where every opinion matters, ideas are cultivated and innovation is encouraged.
At Saggezza, we are fortunate to have a strong mentorship program that provides every one of our employees the ability to thrive professionally and personally.
We are only as good as our people. Saggezza, Italian for wisdom, is rooted from the perspective that knowledge is power. We create thought-leaders who are constantly exposed and trained in different technologies in the ever-evolving world of software development.
We welcome innovators with entrepreneurial spirits to grow with our team.
Consulting Magazine - Fastest Growing Firms 2019
Built-In Top Places to Work in Chicago 2020
Best and Brightest Companies in the Nation 2019 and 2020, Best and Brightest Companies in Milwaukee 2020 and Best and Brightest Companies in Chicago 2020
Saggezza is an Equal Employment Opportunity Employer: We believe in treating each employee and applicant for employment fairly and with dignity. We base our employment decisions on merit, experience, and potential, without regard to race, color, national origin, sex, sexual orientation, gender identity, marital status, age, religion, disability, veteran status, or any other characteristic prohibited by federal, state or local law.

Powered by JazzHR",Data Scientist,"Chicago, IL",4.1,Unknown / Non-Applicable,$74K-$122K (Glassdoor est.),Information Technology,501 to 1000 Employees,Company - Private,74,122,98.0,"Saggezza Inc
", IL,14,1,0,1,0,1,0,0
"Rodan & Fields, LLC
2.3",2002,Beauty & Personal Accessories Stores,"The Opportunity

Rodan + Fields® is looking for a Business Intelligence Data Analyst to deliver insights through data solutions to business groups across multiple domains. You will work with a team of committed Data Analytics professionals, applying your business intuition and technical knowledge. The BI Data Analyst will be required to develop and enhance in-depth knowledge of R+F’s data and systems utilized by the business teams. This person will be responsible for hands-on collaboration with business partners to understand and meet their needs for data and insights. With an understanding of the core business needs in hand, you will use SQL and data visualization skills to develop solutions to move the business forward and enable effective and timely decision-making.

Responsibilities
As part of the Strategic Planning and Analytics team, partner with technical teams and business partners to ensure close collaboration between tech teams and the business
Develop a deep understanding of the company’s current data needs, and shape the future data strategy
Collaborate on engineering and documenting data and analytics process flows
Create and manage dashboards, scorecards, and other analytical services
Train business partners on self-service data solutions and reports
Develop analytics solutions that bring data to life by using design thinking concepts in a timely manner
Effectively coordinate work and collaborate across various cross-functional groups and levels in the organization
Succinctly and effectively communicate complex technical solutions to non-technical users
Support internal Data Science team with data extraction, validation and deployments
Qualifications
BA or BS degree required; MBA preferred
Proficient in MS Office, Data Management Platforms
Experience working with datasets hosted in Cloud preferably GCP is a plus
7+ years in business analytics, insights, brand strategy, management consulting
3+ years of experience with modern analytics tools such as Microstrategy, Looker, Tableau, or similar tools
Fluency in SQL
Experience in common data, analytics, and visualization technologies
Ability to self-prioritize and work in collaboration with multiple partner managers, product managers and marketing managers as a front-line analytics partner
Experience interfacing with business customers, gathering requirements and gaining a deep dive understanding of key data
Ability to answer unstructured business questions and work independently to drive projects and create new processes
Possess a high degree of natural curiosity to drive the next levels of business questions and insights
Demonstrate resilience and flexibility, in the midst of ambiguity, to drive business impacting change
The Company

Rodan + Fields was founded in 2000 by Stanford-trained dermatologists Dr. Katie Rodan and Dr. Kathy Fields with a passion for giving people the best skin of their lives — and the confidence that comes with it. With effective products, a unique business model and a powerful community of Independent Consultants, Rodan + Fields has disrupted the skincare category to become a leading skincare brand in North America. The company has grown its innovative line of products and expanded into Canada, Australia and Japan. Headquartered in San Francisco, CA, R+F now employs 500+ people, has more than 300,000 enrolled Independent Consultants and over two million Preferred Customers.

At Rodan + Fields, you will be challenged to make an impact, inspired to do more, and rewarded for your contributions. We are transforming skincare, and we welcome your big ideas to fuel our ambitious growth plans! If you are looking for a life-changing career opportunity, we've got your prescription. You’ll become part of a positive, passionate movement that celebrates greatness and encourages employees to be catalysts for change. We provide a creative, vibrant workplace outfitted with all of the technology, tools and training you'll need to learn, grow and thrive! We create life-changing impact in our communities through our non-profit, Prescription for Change®, the heart of Rodan + Fields. By funding empowerment programs for students, we teach them how to use their skills to make life-changing differences in their lives and the lives of others. Join us and share your talents as we develop innovative solutions for your skin and empower entrepreneurs. In addition to working arm-in-arm with industry leaders, employees at Rodan + Fields enjoy rich benefits plans and perks.

Rodan + Fields is an equal opportunity employer that champions diversity, inclusion and equality for all. We do not discriminate on the basis of race, religion, color, national origin, ancestry, citizenship, gender, gender identity, sexual orientation, age, marital status, military/veteran status, or disability status.

We welcome employees to be their true, authentic selves, without exception and believe individual differences add value to our team. Join our team; we know it will be a life- changing experience!

Regarding COVID-19
With the spread of COVID-19 globally, our Bay Area offices will remain closed until further notice with the exception of phase 1 employees that require access to hardware and lab equipment.

Our primary concern is for the health and well-being of our employees as well as candidates. We have transitioned all interviews and new hire onboarding to be conducted virtually via Zoom video conferencing.",Business Intelligence Analyst,"San Francisco, CA",2.3,Unknown / Non-Applicable,$74K-$122K (Glassdoor est.),Retail,501 to 1000 Employees,Company - Private,74,122,98.0,"Rodan & Fields, LLC
", CA,18,0,0,0,0,0,0,0
"Business Enable Acquisition & Technology LLC
4.5",2008,Enterprise Software & Network Solutions,"Ability to develop analytics for multiple cyber weapon systems with many different infrastructure and end-point devices. Ability to incorporate predictive, descriptive, and presumptive modeling; machine learning; artificial intelligence into analytics. Must be able to code proficiently in one or more of the following languages: Python, R, Scala, Spark, and Maven. Develop algorithms in one or more of the following Machine Learning areas: anomaly detection, one/few-shot learning, deep learning, unsupervised feature learning, ensemble methods, probabilistic graphical models, reinforcement learning. Ability to develop analytics based upon the Mitre ATT&CK Matrix or other applicable CS&D framework to discover, identify, characterize, and/or create signatures for cyberspace threat activity. Ability to assist in the development and implementation of a data analytics program. Develop robust documentation and comprehensive user manuals for all developed projects

Original Hire Document for data scientist below:

Job Responsibilities:

· Perform big data analysis on information technology infrastructure and end-point devices

· Customer outreach and engagement

· Problem solving

· Time management

· Collaborate with others

· Mission focused

· Deliver findings

· Accept and assess customer data, dashboard, requirements

· Identify new ways to visualize and analyze data

· Develop analytics to identify anomalous activity based on customer requirements

· Perform hunt operations identifying anomalous activity

· Produce reports based on misconfigurations and/or anomalous activity discovered through analysis

Knowledge/Skills Ability:

Required:

· Ability to analyze and assess software development or data acquisition requirements and determine optimum, cost-effective solutions.

· Proficiency in one or more big data programming languages, such as R, Python, Scala, or Spark and Maven.

· Experience working with a hybrid team of analysts, visualization experts, engineers, and developers to conduct research, and build and deploy complex, but easy-to-use analytical platforms.

· Previous experience performing research in Data Analytics or big data.

· Be Director of Central Intelligence Directives 6/4 eligible (Top Secret) with a current Single Scope Background Investigation (SSBI)

Minimum Experience/Education:

· At least one (1) of the following:

· One (1) year experience in cyberspace operations

· IAT Level 1 per DoD 8140 (Net+, Sec+, etc.)

· Experience on National/Service cyber weapon system/platform within last five years

Highly Desired:

· Education/ Certifications:

· 4+ years of experience in data analytics or quantitative intelligence analysis

· Four (4) years of experience in an intelligence field at a tactical or operational level

· DoD 8570 IAT related BA/BS degree

*BEAT LLC IS AN EQUAL OPPORTUNITY EMPLOYER - DISABILITY AND VETERANS*",Data Scientist,"San Antonio, TX",4.5,$1 to $5 million (USD),$74K-$122K (Glassdoor est.),Information Technology,51 to 200 Employees,Company - Private,74,122,98.0,"Business Enable Acquisition & Technology LLC
", TX,12,1,0,1,0,0,0,0
"Next Tier Concepts Inc.
3.3",1998,IT Services,"As a Data Scientist, you will have the unique opportunity to work on a program developing target models and advancing state-of-the-art modeling and prediction capabilities. This program will develop and train machine learning models to detect and discern features in scenes and develop an adversarial patch framework to defeat the trained classifiers.
Our delivery teams are driven to explore new ideas and technology, and care deeply about collaboration, feedback, and iteration. We follow SAFe agile practices, embrace the Ops ethos(DataOps/DevSecOps/MLOps) to “automate-first”, use modern tech stacks, and constantly challenge each other to grow and improve.
If cutting edge data science projects resonate with you and you care deeply about joining a mission-driven company with a strong growth direction and diverse culture, we'd love to learn more about you. Check out the details below, and let’s connect.

Technical members of our solutions teams require little guidance, but love to learn, collaborate, and problem solve. This position requires a mid to senior level of experience, a passion for mission support, and a strong desire to solve our customers’ hardest technical and data challenges.
The Data Scientist will be responsible for the following:
Develop, train and evaluate Machine Learning models
Develop strategies for data augmentation and synthetic data
Utilize models to detect and classify targets within scenes
Develop adversarial attacks to defeat trained classifiers

Requirements:
TS/SCI clearance required
5+ years of related experience
Experience with deep learning frameworks such as PyTorch, Tensorflow or MXNet
Prior experience with the Intelligence Community and methodological experience in some of the following areas
Relationships and discovery (correlating, enriching, and prioritizing target data)
Situational awareness (unifying data into a single context, allowing the current situation to be accurately and quickly understood)
Systems modeling (building a computational analog of real-world-system to understand how it operates, what it is capable of, and how it can be fooled)
We're looking for a motivated Data Scientist eager to advance not only your professional career, but also the missions of our Intelligence and Defense communities. At NT Concepts, you'll be able to:
Meaningfully impact the company's growth, and share in the rewards accordingly
Develop your own career path through our What’s Next program, which emphasizes personal growth through training and certification
Work on programs of importance that directly impact National Security and the world
Work in a fun, “challenging yet rewarding” fast-paced environment
#CJ",Data Scientist,"Chantilly, VA",3.3,$100 to $500 million (USD),$74K-$122K (Glassdoor est.),Information Technology,501 to 1000 Employees,Company - Private,74,122,98.0,"Next Tier Concepts Inc.
", VA,22,0,0,0,0,0,0,0
"VillageMD
4.0",2013,Health Care Services & Hospitals,"Why VillageMD?

VillageMD is changing the trajectory of healthcare by empowering primary care physicians to make informed decisions and engage patients in meaningful ways. We work with thousands of clinicians and healthcare disruptors across the country to build and contribute to our platform to improve patient health while driving down the cost to deliver it.

We are a mission-oriented organization and are thrilled about the work that we do every day. We're transparent, collaborative, and relentless in pursuit of our mission, all while doing so with humility and a low ego. We believe that diverse backgrounds and experiences create the best opportunity for innovation and the community that we are creating is greater than any individual.

We've built our technology using the best of cloud and open-source technologies to create an open, data-first platform that is enriched with analytical models and modernly connected to internal and external apps. These apps drive clinical decision support, patient engagement, and other facilitators of innovative, information-enriched health experiences.

Data Engineers at VillageMD build distributed components, pipelines, and tools that enable our organization to make analytical, data-driven decisions. We're in a unique position to impact everyone in primary care from independent, family-owned practices to world-class health systems. We aggregate, process, and deliver rich datasets to improve the effectiveness of primary care for our doctors and patients.

What are examples of work that Data Engineers have done at VillageMD?
Built and implemented a data profiling tool to reverse engineer data schemas from new data sources facilitating normalization of the data into our data model
Created a summary data platform supporting our presentation layer that allows clinicians and operators in our practices to pinpoint interventions on-demand to patients most in need
Analyzed and designed the best ways to expand our data model to incorporate more data that's mission critical
What will make you successful here?
Strong analytical and technical skills
A real passion for problem solving and learning new technology
Vision to balance speed and maintainability in solution design
The ability to handle multiple, concurrent projects
Crafting and implementing requirements, keeping projects on track, and engaging partners
Challenging the status quo to improve our processes and tools
Communicating complex technical details in meaningful business context
A low ego and humility; an ability to gain trust by doing what you say you will do
What you might do in your first year:
Own ten projects to design and implement best-in-class data processing enabling clean data flow directly to our data model and on to our presentation layer
Work with analytics, engineering and operations to design and implement a new analytics product that supports improving patient health
Design a new concept within our data model to meet a new operational or analytical need
The following experience is relevant to us:
5+ years of full-time experience including extensive experience with healthcare data
Ability to understand and design relational data structures required
Very strong capabilities manipulating data using SQL
Knowledge of, and/or willingness to learn, non-relational data structures and other technologies (e.g. Postgres, Redshift, Cassandra, MongoDB, Neo4j, S3, etc.)
Experience or willingness to learn building information pipelines utilizing Python or Java a plus
BS/MS in computer science, math, engineering, or other related fields is required.
Track record of successfully executing projects with multiple partners
What can we offer you?
Competitive salary, bonus, and health benefits
Paid gym membership
Fun, fast-paced, startup environment (with snacks)
Pre-tax savings on commute expenses
Remote flexibility
A highly-collaborative, conscientious, forward-thinking environment that welcomes the impact you can make from Day 1.
A clear link between our daily work on products and services and the improved quality of healthcare that this work facilitates for patients.
At VillageMD, we see diversity and inclusion as a source of strength in transforming healthcare. We believe building trust and innovation are best achieved through diverse perspectives. To us, acceptance and respect are rooted in an understanding that people do not experience things in the same way, including our healthcare system. Individuals seeking employment at VillageMD are considered without regard to race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",Data Engineer,"Chicago, IL",4.0,Unknown / Non-Applicable,$74K-$122K (Glassdoor est.),Health Care,1001 to 5000 Employees,Company - Private,74,122,98.0,"VillageMD
", IL,7,1,0,0,0,0,0,0
"Mitsubishi Electric Research Laboratories (MERL)
3.8",1991,Research & Development,"25 years of innovation

The Computer Vision Group at MERL conducts fundamental, academically oriented, cutting-edge research that is applied to challenging industrial problems such as object, action and scene understanding, robotic vision, and autonomous driving, as well as surveillance and monitoring systems. MERL has been setting the standard for excellence in the field for over 25 years. Before deep learning became popular, MERL published one of the first papers on a learning-based approach for super-resolution of images, and starting with the publication of the landmark Viola-Jones face detection paper, MERL has steadily contributed to the state-of-the-art in the detection & classification of objects & actions.

With more than 25 years of innovation, MERL is proud to foster an environment that gives researchers the opportunity to set their own path and pursue their passions. The culture at MERL, which values both fundamental scientific contributions and its application to real business, allows for all of our researchers to become leaders in their field. There is no other industrial lab with this level of freedom and flexibility.

Set your own path at MERL

Successful candidates will identify new problems and solutions that are fundamental to the field and broadly useful. You will conduct research to evaluate your solutions, and publish your results in selective peer-reviewed conferences and journals. Research results are typically transferred to counterparts in Japan for further evaluation and development through collaborative projects and a long-term trusting partnership.

What successful candidates look like

Applicants must have a Ph.D. in Computer Science, Electrical Engineering or related areas focused on Computer Vision, and have a documented track record of creative innovation that has led to successful research outcomes. Candidates with at least 5 years of experience will be considered for senior positions. Applicants are expected to have excellent programming skills, and be able to communicate effectively in both written and verbal forms.

We are looking for Research Scientists and Principal Research Scientists committed to setting their own path in the area of Deep Learning.

Specific problems of interest are related to scene understanding including detection, classification, labeling and prediction of objects and actions in a wide range of environments.

Research Area: Computer Vision

Contact: Alan Sullivan

Mitsubishi Electric Research Labs, Inc. ""MERL"" provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, MERL complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

MERL expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of MERL’s employees to perform their job duties may result in discipline up to and including discharge.

Requirements
Ph.D. in Computer Vision
Experience in deep/machine learning using one of the well known APIs such as PyTorch, TensorFlow, Caffe, etc.
Publication record demonstrating that your research is leading edge in the top journals and conferences.",Research Scientist or Senior Research Scientist - Computer Vision,"Cambridge, MA",3.8,$5 to $10 million (USD),$74K-$122K (Glassdoor est.),Business Services,51 to 200 Employees,Subsidiary or Business Segment,74,122,98.0,"Mitsubishi Electric Research Laboratories (MERL)
", MA,29,0,0,0,1,1,0,0
"Phoenix Operations Group
5.0",2011,IT Services,"US Citizenship Required and (TS/SCI with FSP or CI) Required

Job Description:
Excited about data? Take action with it.

As a Phoenix Data Scientist, you'll be part of a team with access to tons of real mission and that takes action on it. You will not be simply designing algorithms or analyzing theoretical use cases. You'll be using languages like R, Python and Scala to glean actionable insights and build tangible capabilities.

On a typical day as a Phoenix Data Scientist, you'll collaborate with both engineers and mission SMEs (e.g. Cybersecurity or SIGINT analysts) to process mass amounts of data. You'll implement (not just design) neural networks, Bayesian models and other Machine Learning techniques to address mission needs.

Make a difference today.
Skills Required:
Python or Scala
Experience in a Linux environment
Comfortable with very large data sets
Skills Preferred:
R, Rstudio, Shiny
Apache Spark
Machine Learning
Neural Networks
Artificial Intelligence
Predictive Modeling
Qualifications:
US Citizenship Required
Security Clearance (TS/SCI) Required
Some positions require FSP
Bachelors Degree in Math, Science or Engineering

Benefits Offered:
Medical, Dental, Vision Insurance - 100% Company Paid Premiums
STD, LTD, and Life Insurance - 100% Company paid
401K Automatic 10% company contribution; no matching required
PTO - 4 weeks/year
Holidays - 10 paid/year
Birthdays off with pay
Referral Bonuses Upfront AND Annually Recurring
Open Source Bonuses Contribute to our Github projects
Professional Development Paid training, Certifications and Enrichment
ABOUT PHOENIX OPERATIONS GROUP:
Phoenix Operations Group is a high-end engineering services company dedicated to protecting and advancing our national cyber resources. As a small start-up operating out of the Baltimore/Washington DC area, we rely on innovation to continually advance our employees' skills and provide game-changing solutions to our customers.

Our technical competencies include Big Data analytics (batch and streaming), Cloud Computing infrastructure, multi-INT visualization, and enterprise architectures. We support operational missions (All-Source, Financial, CND) and serve as Product Owners for our open-source research initiatives.

Please visit us at http://www.phoenix-opsgroup.com for more information.

Phoenix Operations Group is an Equal Opportunity Employer. Phoenix Operations Group does not discriminate on the basis of race, religion, color, sex, gender, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.",Data Scientist - TS/SCI FSP or CI Required,"Annapolis Junction, MD",5.0,$1 to $5 million (USD),$74K-$122K (Glassdoor est.),Information Technology,1 to 50 Employees,Company - Private,74,122,98.0,"Phoenix Operations Group
", MD,9,1,0,1,0,0,0,1
"Manulife Financial Corporation
3.7",1887,Investment Banking & Asset Management,"Are you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference, within a flexible and supportive environment, we can help our customers achieve their dreams and aspirations.

Job Description

Job Profile Summary
John Hancock's Insurance division (a Division of Manulife) has traditionally focused on affluent and emerging affluent individuals by providing estate and business planning solutions through an array of innovative life insurance products. John Hancock is an industry leader in the ability to deliver to market a broad, financially sound and competitive product portfolio, considered a core competency of the business. John Hancock is currently pursuing a variety of strategic initiatives intended to increase the size, diversity of customer base, and profitability of the business. Reporting to the Director - AI & Advanced Analytics, the Data Scientist develops and implements analytics enabled solutions to improve business process, to generate insights, to support business goals and strategy development. They would also own and deliver complete projects of moderate scope and manages assigned tasks on more complex projects.

Individual Accountabilities:
• Develops and implements analytics enabled solutions to improve business process, to generate insights, support business goals and strategy development
• Owns and delivers complete projects of moderate scope and manages assigned tasks on more complex projects.
• Works on problems of moderate scope / complexity where analysis of situations or data requires a review of a variety of factors
• Ability to generate relevant, actionable insights based on iterative data analysis, translate data-driven output into business language, and to make appropriate recommendations to respective business stakeholder
• Communicates results of cases of moderate complexity to business partners and recommends solutions to more senior data scientists.
• Fundamental understanding of the business and begins to ask the right questions.
• Considers diverse perspectives and uses tact to build support of own ideas
• Begins to establish internal network
• May begin to develop an external network.
• Identify and start to promote best practices within the team
• Share technical expertise with others
• Knows how their project supports broader business strategy, including core drivers of business value
• Applied understanding of programming, stats, machine learning, data visualization, exploratory data analysis, model production, insight generation and data wrangling.

Job Requirements:
• An advanced degree in a quantitative discipline with 2 years of experience or a combination of education and experience
• Strong knowledge of different modeling techniques and machine learning algorithms
• Applied understanding of programming languages such as R, Python, SQL
• Experience with data visualization tools such as Tableau, QlikView
• Develops intimate understanding of the business value chain and customer lifecycle for the projects they are supporting
• Understands company culture, cooperation and information sharing within the company
• Establishes an internal network and leverages the network of more senior data scientists. May begin to develop an external network.
Decision Authorities:
• Owns and delivers complete projects of moderate scope and manages assigned tasks on more complex projects.
• Communicates results of cases of moderate complexity to business partners and recommends solutions to more senior data scientists

If you are ready to unleash your potential it’s time to start your career with Manulife/John Hancock.

About Manulife

Manulife Financial Corporation is a leading international financial services group that helps people make their decisions easier and lives better. With our global headquarters in Toronto, Canada, we operate as Manulife across our offices in Canada, Asia, and Europe, and primarily as John Hancock in the United States. We provide financial advice, insurance, and wealth and asset management solutions for individuals, groups and institutions. At the end of 2019, we had more than 35,000 employees, over 98,000 agents, and thousands of distribution partners, serving almost 30 million customers. As of March 31, 2020, we had $1.2 trillion (US$0.8 trillion) in assets under management and administration, and in the previous 12 months we made $30.4 billion in payments to our customers. Our principal operations are in Asia, Canada and the United States where we have served customers for more than 155 years. We trade as 'MFC' on the Toronto, New York, and the Philippine stock exchanges and under '945' in Hong Kong.

Manulife is an equal opportunity employer. We strive to attract, develop and retain a workforce that is as diverse as the customers we serve and to foster an inclusive work environment that embraces the strength of cultures and individuals. We are committed to fair recruitment, retention and advancement and we administer all of our practices and programs based on qualification and performance and without discrimination on any protected ground.

It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will consult with applicants contacted to participate at any stage of the recruitment process who request any accommodation. Information received regarding the accommodation needs of applicants will be addressed confidentially.",Data Scientist,"Boston, MA",3.7,$25 to $50 million (USD),$74K-$122K (Glassdoor est.),Finance,10000+ Employees,Company - Public,74,122,98.0,"Manulife Financial Corporation
", MA,133,1,0,0,0,0,0,0
EPB Fiber Optics,-1,-1,"Are you looking for an opportunity to join a company that values people and innovation while placing the highest priority on enhancing the lives of their customers and community? Are you a motivated, passionate, and highly skilled technical and engineering talent with a compelling urge to serve a meaningful purpose and to make a difference? At EPB, we put our customers, employees, and community first. We are dedicated to developing diverse, high-performing people who are passionate about what they do. If this sounds like you, we invite you to learn more about how you can join our team and grow with us. PURPOSE

The Data Scientist will work with data from internal electric and fiber-related systems as well as external data, integrating them as part of taking a data-driven approach to addressing business and operational questions. This individual must communicate well during the gathering of requirements, collaborate with IT and business when creating solutions, and present results and findings to senior leadership.

DUTIES and RESPONSIBLITIES
Understand strategic questions at the corporate level that can benefit from data-driven approaches then help prioritize, architect, and execute solutions
Gather analytic requirements from business and operational stakeholders, design analytic approach, implement approach using a variety of tools, and present findings within the context of the specific business or operational area
Architect analytic methodologies that are robust and minimize duplication of code. Document and explain them
Use statistical methodologies to create algorithms for analyzing large data sets
Understand how to inspect, clean, transform, model, and integrate data from a variety of sources
Perform root cause analysis on data anomalies to identify areas for business and operational process improvements
Effectively communicate data issues and solutions to all levels of business and operations including senior leadership
Mentor other analysts and guide them to develop better analytic solutions
Take ownership of data quality, data reliability, and ranges of uncertainty around analytic results
QUALIFICATIONS
A minimum of a Bachelors degree in Mathematics, Statistics, Computer Science, Electrical Engineering, or related field. (An equivalent combination of training and experience may be considered.).
9+ years of experience in the data engineering, data analysis, and/or data science fields (Masters degree can substitute for 2 years of experience).
Experience in leading small to medium sized projects (3-5 person team; 1-6 month duration)
Expert database and SQL skills (PostgreSQL, Oracle, Netezza, etc.).
Experience with tools such as Python, R, and DataStage.
Experience with Tableau, Cognos or other BI reporting tools.
Strong Microsoft Office (particularly Excel), Power Point and Visio skills.
CERTIFICATIONS and/or OTHER REQUIREMENTS
Must be a self-learner and starter, willing to dig, with the ability to work independently or with teams.
Ability to think creatively to solve complex problems.
Ability to autonomously manage simultaneous projects in a fast paced business environment.
Ability to efficiently communicate data analytics methods and complex problems to non-technical teams and stakeholders.
Ability and willingness to take the initiative to learn new data analytic methods, discover the concepts behind business analytics and corporate KPI tracking, and work with others outside of the immediate team to solve data and reporting related problems
Track record of proficient presentation and public speaking skills; communicate complex ideas and analysis to non-technical stakeholders.
BENEFITS:

Youll enjoy competitive compensation including an outstanding benefits and perks that fit your life, including:
Health, Dental, Vision and wellness plans for you and your family including a free on-site health clinic and on-site exercise facilitiesEducational assistance programs and programs centered on career development to help you reach your personal and career goals.
Financial savings programs that help you plan your future - 401K, Plus a Pension Program
Volunteer Opportunities
WHO WE ARE:

Recognized by (https://www.jdpower.com/business/press-releases/2019-electric-utility-residential-customer-satisfaction-study)J.D. Power among the best in the country for customer satisfaction four years running, EPB is one of Americas largest publicly-owned energy providers. EPB is also the pioneering communications company that surprised the nation by being the first to offer gigabit speed internet services comprehensively to all residents and businesses in our marketfour years before Google Fiber launched its first deployment. EPB delivers internet speeds of up to 10 gigabits per second as a standard offer to both homes and businesses along with television and telephone services.

With the fiber optic network as the communications backbone we deployed the most advanced and automated smart grid power distribution system in the U.S. As a result, EPB has become a major research partner for the U.S. Department of Energy and Oak Ridge National Laboratory for field-testing technology and best practices including the deployment of cutting-edge smart grid equipment, micro-grid control systems, integrated storage, and much more.:

A GREAT PLACE TO CALL HOME:
EPB is located in Chattanooga, TN, a city that Outside Magazine called the (https://www.outsideonline.com/2008956/why-chattanooga-best-town-ever#close)Best Ever. Built along both sides of the Tennessee River in a valley surrounded by mountains, Chattanooga is well known for its scenic beauty and outdoor recreation along with having the worlds fastest internet which earned it the name Gig City. Chattanooga also offers award-winning, downtown living, a thriving food scene, and a surprisingly low cost of living with no state income tax. As a result, Liviability.com includes Chattanooga among its (https://livability.com/best-places/top-100-best-places-to-live/2019/tn/chattanooga)Top 100 Best Places to Live and (https://livability.com/tn/chattanooga)Top 10 Downtowns.",Data Scientist,"Chattanooga, TN",-1.0,Less than $1 million (USD),$74K-$122K (Glassdoor est.),-1,501 to 1000 Employees,Company - Public,74,122,98.0,EPB Fiber Optics, TN,-1,1,0,0,0,1,1,0
"University of North Carolina at Greensboro
4.4",1891,Colleges & Universities,"Classification Title:
Data Scientist

Working Title:
Data Scientist

Campus:
UNC Greensboro

Region:
Piedmont/Triad

Job Summary:
Primarily responsible for analyzing available datasets, and building visualizations that surface actionable insights (usually via dashboards) for data-informed decision making purposes, supporting the mission of the Analytics Program and the University at large. This position requires strong problem solving skills and a drive to continue learning as technology and desired outcomes change. The position is expected to align business needs with data analysis approaches and solutions, and show a deep understanding of, and desire to contribute to, standards and best practices that benefit the overall analytics mission. The position will focus on delivery and extraction of useful & actionable insights from large datasets. Management is also open to the possibility of this position being remote.

Minimum Qualifications:
Mid-career with Masters and 1-2 yrs experience; Bachelors and 2-4 yrs experience or equivalent education and experience in an developer/integrations role required.

Position Number:
998571

Posting Date:
06/05/2020

Closing Date:


American Recovery & Reinvestment Act Funded:",Data Scientist,"Greensboro, NC",4.4,$10 to $25 million (USD),$74K-$122K (Glassdoor est.),Education,1001 to 5000 Employees,College / University,74,122,98.0,"University of North Carolina at Greensboro
", NC,129,0,0,0,0,0,0,0
